Address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"3238 KENNETT SQ PITTSBURGH PA 15213",40.434794,-79.960863,1,rooftop,3238,"Kennett Sq",,,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"48 26TH ST PITTSBURGH PA 15222",40.456539,-79.9806,1,rooftop,48,"26th St",,,Pittsburgh,PA,"Allegheny County",15222,US,Allegheny
"901 ADELAIDE ST PITTSBURGH PA 15219",40.453499,-79.95787,1,rooftop,901,"Adelaide St",,,Pittsburgh,PA,"Allegheny County",15219,US,Allegheny
"348 HARMAR ST PITTSBURGH PA 15219",40.457126,-79.967263,1,rooftop,348,"Harmar St",,,Pittsburgh,PA,"Allegheny County",15219,US,Allegheny
"3510 FRAZIER ST PITTSBURGH PA 15213",40.431251,-79.956495,1,rooftop,3510,"Frazier St",,,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"2434 SMALLMAN ST UNIT 517 PITTSBURGH PA 15222",40.454205,-79.980715,1,rooftop,2434,"Smallman St",Unit,517,Pittsburgh,PA,"Allegheny County",15222,US,Allegheny
"3202 IOWA ST PITTSBURGH PA 15219",40.451015,-79.957265,1,rooftop,3202,"Iowa St",,,Pittsburgh,PA,"Allegheny County",15219,US,Allegheny
"3225 WARD ST PITTSBURGH PA 15213",40.431535,-79.955531,1,rooftop,3225,"Ward St",,,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"3279 DAWSON ST PITTSBURGH PA 15213",40.432332,-79.953867,1,rooftop,3279,"Dawson St",,,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"200 HOLMES PL UNIT 21-E PITTSBURGH PA 15213",40.432048,-79.95457,1,rooftop,200,"Holmes Pl",Unit,21,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"1104 GOETTMAN ST PITTSBURGH PA 15212",40.458356,-79.991791,1,rooftop,1104,"Goettman St",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"1473 STURDY OAK DR PITTSBURGH PA 15220",40.404182,-80.064203,1,rooftop,1473,"Sturdy Oak Dr",,,Pittsburgh,PA,"Allegheny County",15220,US,Allegheny
"137 ARLA DR PITTSBURGH PA 15220",40.405793,-80.059299,1,rooftop,137,"Arla Dr",,,Pittsburgh,PA,"Allegheny County",15220,US,Allegheny
"1351 PRESTON ST PITTSBURGH PA 15205",40.43588,-80.054148,1,rooftop,1351,"Preston St",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"17 CLEARVIEW AVE PITTSBURGH PA 15205",40.437172,-80.051622,1,rooftop,17,"Clearview Ave",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"270 HARTWELL ST PITTSBURGH PA 15205",40.436604,-80.050333,1,rooftop,270,"Hartwell St",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"515 MARGARET ST PITTSBURGH PA 15210",40.409868,-79.98626,1,rooftop,515,"Margaret St",,,Pittsburgh,PA,"Allegheny County",15210,US,Allegheny
"500 HERVEY ST PITTSBURGH PA 15210",40.409117,-79.985359,1,rooftop,500,"Hervey St",,,Pittsburgh,PA,"Allegheny County",15210,US,Allegheny
"323 VERI DR PITTSBURGH PA 15220",40.422097,-80.054553,1,rooftop,323,"Veri Dr",,,Pittsburgh,PA,"Allegheny County",15220,US,Allegheny
"318 VERI DR PITTSBURGH PA 15220",40.422023,-80.053835,1,rooftop,318,"Veri Dr",,,Pittsburgh,PA,"Allegheny County",15220,US,Allegheny
"6 MAPLEWOOD AVE PITTSBURGH PA 15205",40.434678,-80.063406,1,rooftop,6,"Maplewood Ave",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"35 HALDANE ST PITTSBURGH PA 15205",40.434094,-80.064306,1,rooftop,35,"Haldane St",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"47 ELIZABETH ST PITTSBURGH PA 15210",40.409785,-79.984499,1,rooftop,47,"Elizabeth St",,,"Mount Oliver",PA,"Allegheny County",15210,US,Allegheny
"1347 HYDE ST PITTSBURGH PA 15205",40.434347,-80.053629,1,rooftop,1347,"Hyde St",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"179 PARKEDGE RD PITTSBURGH PA 15220",40.414085,-80.05906,1,rooftop,179,"Parkedge Rd",,,Pittsburgh,PA,"Allegheny County",15220,US,Allegheny
"1635 SUBURBAN AVE PITTSBURGH PA 15216",40.409556,-80.017608,1,rooftop,1635,"Suburban Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"73 MCMUNN AVE PITTSBURGH PA 15205",40.432934,-80.062448,1,rooftop,73,"McMunn Ave",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"626 MARGARET ST PITTSBURGH PA 15210",40.408882,-79.984993,1,rooftop,626,"Margaret St",,,Pittsburgh,PA,"Allegheny County",15210,US,Allegheny
"1812 TONAPAH ST PITTSBURGH PA 15216",40.407277,-80.025281,1,rooftop,1812,"Tonopah Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"1809 TONAPAH ST PITTSBURGH PA 15216",40.40709,-80.024966,1,rooftop,1809,"Tonopah Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"1742 FAIR ACRES AVE PITTSBURGH PA 15216",40.407844,-80.021015,1,rooftop,1742,"Fairacres Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"32 WALNUT ST PITTSBURGH PA 15205",40.433281,-80.061853,1,rooftop,32,"Walnut St",,,Crafton,PA,"Allegheny County",15205,US,Allegheny
"3022 BRISCOE ST PITTSBURGH PA 15204",40.451016,-80.063802,1,rooftop,3022,"Briscoe St",,,Pittsburgh,PA,"Allegheny County",15204,US,Allegheny
"961 CHETOPA ST PITTSBURGH PA 15204",40.452719,-80.058119,1,rooftop,961,"Chetopa St",,,Pittsburgh,PA,"Allegheny County",15204,US,Allegheny
"306 QUINCY AVE PITTSBURGH PA 15210",40.406587,-79.988477,1,rooftop,306,"Quincy Ave",,,Pittsburgh,PA,"Allegheny County",15210,US,Allegheny
"119 LAUGHLIN AVE PITTSBURGH PA 15210",40.404419,-79.988455,1,rooftop,119,"Laughlin Ave",,,Pittsburgh,PA,"Allegheny County",15210,US,Allegheny
"1700 RINGWALT ST PITTSBURGH PA 15216",40.408347,-80.02015,1,rooftop,1700,"Ringwalt St",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"1706 WESTINGHOUSE AVE PITTSBURGH PA 15216",40.407819,-80.019157,1,rooftop,1706,"Westinghouse St",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"102 HALL AVE PITTSBURGH PA 15205",40.428701,-80.059814,1,rooftop,102,"Hall Ave",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"720 FAIRSTON ST PITTSBURGH PA 15204",40.451352,-80.05238,1,rooftop,720,"Fairston St",,,Pittsburgh,PA,"Allegheny County",15204,US,Allegheny
"2900 MIDDLETOWN RD PITTSBURGH PA 15204",40.448796,-80.062847,1,rooftop,2900,"Middletown Rd",,,Pittsburgh,PA,"Allegheny County",15204,US,Allegheny
"2901 MIDDLETOWN RD PITTSBURGH PA 15204",40.448545,-80.063219,1,rooftop,2901,"Middletown Rd",,,Pittsburgh,PA,"Allegheny County",15204,US,Allegheny
"313 LINNVIEW AVE PITTSBURGH PA 15210",40.404193,-79.984239,1,rooftop,313,"Linnview Ave",,,Pittsburgh,PA,"Allegheny County",15210,US,Allegheny
"109 PAULINE PL PITTSBURGH PA 15216",40.405493,-80.025142,1,rooftop,109,"Pauline Pl",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"2170 PAULINE AVE PITTSBURGH PA 15216",40.404573,-80.025482,1,rooftop,2170,"Pauline Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"1948 KIRALFY AVE PITTSBURGH PA 15216",40.405311,-80.021704,1,rooftop,1948,"Kiralfy Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"171 WILLOUGHBY ST PITTSBURGH PA 15205",40.430736,-80.05584,1,rooftop,171,"Willoughby St",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"2708 MIDDLETOWN RD PITTSBURGH PA 15205",40.445995,-80.060022,1,rooftop,2708,"Middletown Rd",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"237 LONDON TOWNE DR PITTSBURGH PA 15226",40.410414,-80.008443,1,rooftop,237,"London Towne Dr",,,Pittsburgh,PA,"Allegheny County",15226,US,Allegheny
"155 LONDON TOWNE DR PITTSBURGH PA 15226",40.410059,-80.009247,1,rooftop,155,"London Towne Dr",,,Pittsburgh,PA,"Allegheny County",15226,US,Allegheny
"1832 PLAINVIEW AVE PITTSBURGH PA 15226",40.404845,-80.016343,1,rooftop,1832,"Plainview Ave",,,Pittsburgh,PA,"Allegheny County",15226,US,Allegheny
"2520 NOBLESTOWN RD PITTSBURGH PA 15205",40.42654,-80.060692,1,rooftop,2520,"Noblestown Rd",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"90 RINGOLD AVE PITTSBURGH PA 15205",40.426586,-80.050187,1,rooftop,90,"Ringold Ave",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"215 CAPERTON ST PITTSBURGH PA 15210",40.409946,-80.002602,1,rooftop,215,"Caperton St",,,Pittsburgh,PA,"Allegheny County",15210,US,Allegheny
"203 CAPERTON ST PITTSBURGH PA 15210",40.409875,-80.002951,1,rooftop,203,"Caperton St",,,Pittsburgh,PA,"Allegheny County",15210,US,Allegheny
"1672 PIONEER AVE PITTSBURGH PA 15226",40.408231,-80.015256,1,range_interpolation,1672,"Pioneer Ave",,,Pittsburgh,PA,"Allegheny County",15226,US,"TIGER/Line® dataset from the US Census Bureau"
"1255 KIRSOPP AVE PITTSBURGH PA 15220",40.411695,-80.039655,1,rooftop,1255,"Kirsopp Ave",,,Pittsburgh,PA,"Allegheny County",15220,US,Allegheny
"209 ORIOLE DR PITTSBURGH PA 15220",40.409237,-80.046281,1,rooftop,209,"Oriole Dr",,,Pittsburgh,PA,"Allegheny County",15220,US,Allegheny
"142 REED DR PITTSBURGH PA 15205",40.424125,-80.055339,1,rooftop,142,"Reed Dr",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"1114 ORIOLE DR PITTSBURGH PA 15220",40.409234,-80.047452,1,rooftop,1114,"Oriole Dr",,,Pittsburgh,PA,"Allegheny County",15220,US,Allegheny
"288 NOBLE AVE PITTSBURGH PA 15205",40.440749,-80.0632,1,rooftop,288,"Noble Ave",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"16 MOUNT AIRY AVE PITTSBURGH PA 15205",40.442847,-80.061776,1,rooftop,16,"Mt Airy Ave",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"1239 ROUND TOP ST PITTSBURGH PA 15205",40.441205,-80.056224,1,rooftop,1239,"Round Top St",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"40 JOEL ST PITTSBURGH PA 15205",40.443106,-80.061803,1,rooftop,40,"Joel St",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"2564 ALLENDER AVE PITTSBURGH PA 15220",40.406586,-80.047053,1,rooftop,2564,"Allender Ave",,,Pittsburgh,PA,"Allegheny County",15220,US,Allegheny
"40 ARNOLD ST PITTSBURGH PA 15205",40.441337,-80.053442,1,rooftop,40,"Arnold St",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"1527 ALVERADO AVE PITTSBURGH PA 15216",40.411562,-80.028192,1,rooftop,1527,"Alverado Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"5 E STEUBEN ST PITTSBURGH PA 15205",40.438103,-80.066063,1,rooftop,5,"E Steuben St",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"97 E STEUBEN ST PITTSBURGH PA 15205",40.439642,-80.061771,1,rooftop,97,"E Steuben St",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"160 CLAIRTONICA ST PITTSBURGH PA 15205",40.439989,-80.057671,1,rooftop,160,"Clairtonica St",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"117 ELMONT ST PITTSBURGH PA 15205",40.439785,-80.05457,1,rooftop,117,"Elmont St",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"1274 CLAIRHAVEN ST PITTSBURGH PA 15205",40.438869,-80.055076,1,rooftop,1274,"Clairhaven St",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"408 HAYS AVE PITTSBURGH PA 15210",40.412237,-79.987537,1,rooftop,408,"Hays Ave",,,Pittsburgh,PA,"Allegheny County",15210,US,Allegheny
"182 SAINT JOSEPH ST PITTSBURGH PA 15210",40.413561,-79.983851,1,rooftop,182,"St Joseph St",,,Pittsburgh,PA,"Allegheny County",15210,US,Allegheny
"150 SAINT JOSEPH ST PITTSBURGH PA 15210",40.413548,-79.985074,1,rooftop,150,"St Joseph St",,,Pittsburgh,PA,"Allegheny County",15210,US,Allegheny
"2330 HIGH OAK DR PITTSBURGH PA 15220",40.405122,-80.044504,1,rooftop,2330,"High Oak Dr",,,Pittsburgh,PA,"Allegheny County",15220,US,Allegheny
"2456 SILVER OAK DR PITTSBURGH PA 15220",40.404389,-80.045247,1,rooftop,2456,"Silver Oak Dr",,,Pittsburgh,PA,"Allegheny County",15220,US,Allegheny
"2339 HIGH OAK DR PITTSBURGH PA 15220",40.405067,-80.045022,1,rooftop,2339,"High Oak Dr",,,Pittsburgh,PA,"Allegheny County",15220,US,Allegheny
"2525 DURHAM AVE PITTSBURGH PA 15216",40.404567,-80.036161,1,rooftop,2525,"Durham Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"98 E CRAFTON AVE PITTSBURGH PA 15205",40.43595,-80.063055,1,rooftop,98,"E Crafton Ave",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"439 BON AIR AVE PITTSBURGH PA 15210",40.410528,-79.997965,1,rooftop,439,"Bon Air Ave",,,Pittsburgh,PA,"Allegheny County",15210,US,Allegheny
"1519 FALLOWFIELD AVE PITTSBURGH PA 15216",40.412177,-80.023636,1,rooftop,1519,"Fallowfield Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"1428 DAGMAR AVE PITTSBURGH PA 15216",40.413155,-80.023169,1,rooftop,1428,"Dagmar Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"241 PARKEDGE RD PITTSBURGH PA 15220",40.412337,-80.063934,1,rooftop,241,"Parkedge Rd",,,Pittsburgh,PA,"Allegheny County",15220,US,Allegheny
"1421 ALTON AVE PITTSBURGH PA 15216",40.412434,-80.020861,1,rooftop,1421,"Alton St",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"1425 WESTFIELD ST PITTSBURGH PA 15216",40.412409,-80.019062,1,rooftop,1425,"Westfield St",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"1409 WESTFIELD ST PITTSBURGH PA 15216",40.412819,-80.019103,1,rooftop,1409,"Westfield St",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"1186 HILLCREST AVE PITTSBURGH PA 15220",40.407972,-80.053993,1,rooftop,1186,"Hillcrest Ave",,,Pittsburgh,PA,"Allegheny County",15220,US,Allegheny
"8 LAWSON AVE PITTSBURGH PA 15205",40.438159,-80.058746,1,rooftop,8,"Lawson Ave",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"125 GIFFIN AVE PITTSBURGH PA 15210",40.409412,-79.989378,1,rooftop,125,"Giffin Ave",,,Pittsburgh,PA,"Allegheny County",15210,US,Allegheny
"124 MARGARET ST PITTSBURGH PA 15210",40.410501,-79.988784,1,rooftop,124,"Margaret St",,,Pittsburgh,PA,"Allegheny County",15210,US,Allegheny
"204 LAFAYETTE AVE PITTSBURGH PA 15214",40.464957,-80.009786,1,rooftop,204,"Lafayette Ave",,,Pittsburgh,PA,"Allegheny County",15214,US,Allegheny
"2013 MOUNTFORD AVE PITTSBURGH PA 15214",40.464129,-80.007804,1,rooftop,2013,"Mountford Ave",,,Pittsburgh,PA,"Allegheny County",15214,US,Allegheny
"1324 WOODLAND AVE PITTSBURGH PA 15212",40.469078,-80.03108,1,rooftop,1324,"Woodland Ave",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"1906 MEADVILLE ST PITTSBURGH PA 15214",40.462809,-80.005666,1,rooftop,1906,"Meadville St",,,Pittsburgh,PA,"Allegheny County",15214,US,Allegheny
"1505 SCHRAUDER RD PITTSBURGH PA 15212",40.469838,-79.989211,1,rooftop,1505,"Schrauder Pl",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"4409 BUTLER ST PITTSBURGH PA 15201",40.471889,-79.959741,1,rooftop,4409,"Butler St",,,Pittsburgh,PA,"Allegheny County",15201,US,Allegheny
"3138 LANDIS ST PITTSBURGH PA 15204",40.457497,-80.056574,1,rooftop,3138,"Landis St",,,Pittsburgh,PA,"Allegheny County",15204,US,Allegheny
"1311 SUPERIOR AVE PITTSBURGH PA 15212",40.467773,-80.030187,1,rooftop,1311,"Superior Ave",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"2121 ROCKLEDGE ST PITTSBURGH PA 15212",40.468,-79.990559,1,rooftop,2121,"Rockledge St",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"2140 ROCKLEDGE ST PITTSBURGH PA 15212",40.468706,-79.990411,1,rooftop,2140,"Rockledge St",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"232 43RD ST PITTSBURGH PA 15201",40.469945,-79.959299,1,rooftop,232,"43rd St",,,Pittsburgh,PA,"Allegheny County",15201,US,Allegheny
"262 45TH ST PITTSBURGH PA 15201",40.470888,-79.957769,1,rooftop,262,"45th St",,,Pittsburgh,PA,"Allegheny County",15201,US,Allegheny
"1113 1/2 HODGKISS ST PITTSBURGH PA 15212",40.467565,-80.025726,1,rooftop,"1113 1/2","Hodgkiss St",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"1964 PITTVIEW AVE PITTSBURGH PA 15212",40.468822,-79.983074,1,rooftop,1964,"Pittview Ave",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"1923 MOUNT TROY RD PITTSBURGH PA 15212",40.467945,-79.982758,1,rooftop,1923,"Mt Troy Rd",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"2925 STAFFORD ST PITTSBURGH PA 15204",40.45652,-80.050511,1,rooftop,2925,"Stafford St",,,Pittsburgh,PA,"Allegheny County",15204,US,Allegheny
"2911 STAFFORD ST PITTSBURGH PA 15204",40.45619,-80.050172,1,rooftop,2911,"Stafford St",,,Pittsburgh,PA,"Allegheny County",15204,US,Allegheny
"1320 INGHAM ST PITTSBURGH PA 15212",40.466345,-80.030215,1,rooftop,1320,"Ingham St",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"1502 HODGKISS ST PITTSBURGH PA 15212",40.466752,-80.031509,1,rooftop,1502,"Hodgkiss St",,,Allegheny,PA,"Allegheny County",15212,US,Allegheny
"1341 RESCUE ST PITTSBURGH PA 15212",40.467262,-79.99073,1,rooftop,1341,"Rescue St",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"196 36TH ST UNIT 3-H PITTSBURGH PA 15201",40.465413,-79.965623,1,rooftop,196,"36th St",Apt,3A,Pittsburgh,PA,"Allegheny County",15201,US,Allegheny
"3139 PRITCHARD ST PITTSBURGH PA 15204",40.453378,-80.064315,0.6,street_center,,"Pritchard St",,,Pittsburgh,PA,"Allegheny County",15204,US,"TIGER/Line® dataset from the US Census Bureau"
"1315 JEFFERS ST PITTSBURGH PA 15204",40.453443,-80.064992,1,rooftop,1315,"Jeffers St",,,Pittsburgh,PA,"Allegheny County",15204,US,Allegheny
"1125 INGHAM ST PITTSBURGH PA 15212",40.4668,-80.026164,1,rooftop,1125,"Ingham St",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"1154 NEW HAMPSHIRE DR PITTSBURGH PA 15212",40.465808,-80.027673,1,rooftop,1154,"New Hampshire Dr",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"651 CHESTER AVE PITTSBURGH PA 15214",40.465184,-80.017963,1,rooftop,651,"Chester Ave",,,Pittsburgh,PA,"Allegheny County",15214,US,Allegheny
"2328 ATMORE ST PITTSBURGH PA 15212",40.463082,-80.030374,1,rooftop,2328,"Atmore St",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"212 ERWIN PL MC KEES ROCKS PA 15136",40.470577,-80.06603,1,rooftop,212,"Erwin Pl",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"1539 HATTERAS ST PITTSBURGH PA 15212",40.462891,-79.984439,1,rooftop,1539,"Hatteras St",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"1415 LAGER ST PITTSBURGH PA 15212",40.462887,-79.984138,1,rooftop,1415,"Lager St",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"1416 CLAIM ST PITTSBURGH PA 15212",40.463564,-79.98344,1,rooftop,1416,"Claim St",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"2149 STRAUBS LN PITTSBURGH PA 15212",40.470849,-79.978288,1,rooftop,2149,"Straubs Ln",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"46 W MCINTYRE AVE PITTSBURGH PA 15214",40.468804,-80.011035,1,rooftop,46,"W McIntyre Ave",,,Pittsburgh,PA,"Allegheny County",15214,US,Allegheny
"1957 STRAUBS LN PITTSBURGH PA 15212",40.467681,-79.98107,1,rooftop,1957,"Straubs Ln",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"450 44TH ST PITTSBURGH PA 15201",40.467154,-79.954115,1,rooftop,450,"44th St",,,Pittsburgh,PA,"Allegheny County",15201,US,Allegheny
"827 1/2 FRANK ST MC KEES ROCKS PA 15136",40.467278,-80.065185,1,rooftop,"827 1/2","Frank St",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"430 BARK ST PITTSBURGH PA 15214",40.467989,-80.00483,1,rooftop,430,"Bark St",,,Pittsburgh,PA,"Allegheny County",15214,US,Allegheny
"41 MARTERA PL PITTSBURGH PA 15205",40.445248,-80.055405,1,rooftop,41,"Martera Pl",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"45 MARTERA PL PITTSBURGH PA 15205",40.445356,-80.055299,1,rooftop,45,"Martera Pl",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"300 LAFAYETTE AVE PITTSBURGH PA 15214",40.465307,-80.007852,1,rooftop,300,"Lafayette Ave",,,Pittsburgh,PA,"Allegheny County",15214,US,Allegheny
"3369 FRANCISCO ST PITTSBURGH PA 15204",40.458448,-80.063363,1,rooftop,3369,"Francisco St",,,Pittsburgh,PA,"Allegheny County",15204,US,Allegheny
"3000 CALIFORNIA AVE PITTSBURGH PA 15212",40.470803,-80.035955,1,rooftop,3000,"California Ave",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"2913 CALIFORNIA AVE PITTSBURGH PA 15212",40.470387,-80.036286,1,rooftop,2913,"California Ave",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"121 41ST ST PITTSBURGH PA 15201",40.471317,-79.963636,1,rooftop,121,"41st St",,,Pittsburgh,PA,"Allegheny County",15201,US,Allegheny
"3345 ALLENDALE ST PITTSBURGH PA 15204",40.457486,-80.063547,1,rooftop,3345,"Allendale St",,,Pittsburgh,PA,"Allegheny County",15204,US,Allegheny
"2924 BREKER ST PITTSBURGH PA 15212",40.471641,-80.029455,1,rooftop,2924,"Breker St",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"4717 BAYARD ST PITTSBURGH PA 15213",40.450777,-79.948221,1,rooftop,4717,"Bayard St",,,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"4741 BAYARD ST PITTSBURGH PA 15213",40.451342,-79.946628,1,rooftop,4741,"Bayard St",,,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"4720 BAYARD ST PITTSBURGH PA 15213",40.450425,-79.947866,1,rooftop,4720,"Bayard St",,,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"423 FISK ST PITTSBURGH PA 15224",40.464631,-79.956227,1,rooftop,423,"Fisk St",,,Pittsburgh,PA,"Allegheny County",15224,US,Allegheny
"127 PEARL ST PITTSBURGH PA 15224",40.464883,-79.948068,1,rooftop,127,"Pearl St",,,Pittsburgh,PA,"Allegheny County",15224,US,Allegheny
"5 BAYARD RD UNIT 109 PITTSBURGH PA 15213",40.452634,-79.94261,1,rooftop,5,"Bayard Rd",Apt,109,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"5 BAYARD RD UNIT 202 PITTSBURGH PA 15213",40.452634,-79.94261,1,rooftop,5,"Bayard Rd",Apt,202,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"5 BAYARD RD UNIT 305 PITTSBURGH PA 15213",40.452634,-79.94261,1,rooftop,5,"Bayard Rd",Apt,305,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"5 BAYARD RD UNIT 410 PITTSBURGH PA 15213",40.452634,-79.94261,1,rooftop,5,"Bayard Rd",Apt,410,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"243 S MILLVALE AVE PITTSBURGH PA 15224",40.463373,-79.945219,1,rooftop,243,"S Millvale Ave",,,Pittsburgh,PA,"Allegheny County",15224,US,Allegheny
"5 BAYARD RD UNIT 615 PITTSBURGH PA 15213",40.452634,-79.94261,1,rooftop,5,"Bayard Rd",Apt,615,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"5 BAYARD RD UNIT 717 PITTSBURGH PA 15213",40.452634,-79.94261,1,rooftop,5,"Bayard Rd",Apt,717,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"5 BAYARD RD UNIT 808 PITTSBURGH PA 15213",40.452634,-79.94261,1,rooftop,5,"Bayard Rd",Apt,808,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"338 SALINE ST PITTSBURGH PA 15207",40.427337,-79.946941,1,rooftop,338,"Saline St",,,Pittsburgh,PA,"Allegheny County",15207,US,Allegheny
"3835 -3837 ACORN ST PITTSBURGH PA 15207",40.403793,-79.928872,0.33,place,,,,,Pittsburgh,PA,"Allegheny County",15207,US,"TIGER/Line® dataset from the US Census Bureau"
"3918 COLEMAN ST PITTSBURGH PA 15207",40.426747,-79.942325,1,rooftop,3918,"Coleman St",,,Pittsburgh,PA,"Allegheny County",15207,US,Allegheny
"211 GROSS ST PITTSBURGH PA 15224",40.464382,-79.943991,1,rooftop,211,"Gross St",,,Pittsburgh,PA,"Allegheny County",15224,US,Allegheny
"229 S ATLANTIC AVE PITTSBURGH PA 15224",40.462692,-79.938587,1,rooftop,229,"S Atlantic Ave",,,Pittsburgh,PA,"Allegheny County",15224,US,Allegheny
"5 BAYARD RD UNIT 809 PITTSBURGH PA 15213",40.452634,-79.94261,1,rooftop,5,"Bayard Rd",Apt,809,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"5 BAYARD RD UNIT 904 PITTSBURGH PA 15213",40.452634,-79.94261,1,rooftop,5,"Bayard Rd",Apt,904,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"3946 WINTERBURN AVE PITTSBURGH PA 15207",40.426505,-79.939981,1,rooftop,3946,"Winterburn Ave",,,Pittsburgh,PA,"Allegheny County",15207,US,Allegheny
